animeid,title,genres
26303,Cello Hiki no Gauche (OVA),"Drama, Fantasy, Music"
26305,Naita Aka Oni (OVA),"Demons, Drama, Kids"
26307,"Yume, Sora Takaku","Drama, Kids"
26309,Ichimai no Etegami,"Drama, Kids"
26311,Tasukeai no Rekishi: Inochi Hoken no Hajimari,"Historical, Kids, Drama"
26313,Yakusoku: Africa Mizu to Midori,"Drama, Kids"
26315,"Okaasan, Nakanaide","Kids, Drama"
26317,Obake Nagaya,"Comedy, Kids, Supernatural"
26319,Mimizuku to Tsuki-sama,"Drama, Kids"
26321,Soba no Hana Saita Hi,"Drama, Kids"
26323,Hitotsu no Hana,"Drama, Historical, Kids"
26325,Minna Ichiban!,"Drama, Kids"
26327,Kitsune to Budou,"Drama, Kids"
26329,Ijimekko Ookami to Nana-chan,"Kids, Drama"
26331,Jigoku no Soubee,"Comedy, Demons, Drama, Kids"
26333,Kaneko Misuzu: Yasashisa no Fuukei,"Drama, Kids"
26335,Nanatsu no Hoshi,"Drama, Kids"
26337,Minna no Doutoku,"Drama, Fantasy, Historical, Kids, School"
26339,Tobidashicha dame!,"Kids, Drama"
26341,Hanamaru Koutsuu Anzen,"Kids, Drama"
26345,Kogitsune no Okurimono,"Drama, Fantasy, Kids"
26347,From Osaka with Cheer!,Slice of Life
26349,Danna ga Nani wo Itteiru ka Wakaranai Ken,"Slice of Life, Comedy, Romance, Seinen"
26351,Nagato Yuki-chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life"
26359,Persona 4 the Golden Animation: Thank you Mr. Accomplice,"Adventure, Mystery, Supernatural, Drama"
26395,Teekyuu 4,"Comedy, Shounen, Sports"
26441,Junketsu no Maria,"Comedy, Historical, Magic, Romance, Fantasy, Seinen"
26443,Triage X,"Action, Adventure, Ecchi, Shounen"
26447,Uchuusen Sagittarius Pilot,"Adventure, Sci-Fi"
26449,Akame ga Kill! Recap,"Action, Adventure, Fantasy"
26453,Tribe Cool Crew,"Music, School"
27369,Eigo de Asobo: Tanken Goblin Tou,"Kids, Adventure, Fantasy, Comedy"
27371,Sore Ike! Anpanman: Bokura wa Hero,"Kids, Fantasy, Comedy"
27373,Sore Ike! Anpanman: Otanjoubi Series,"Kids, Fantasy, Comedy"
27375,Hitoribotchi,Drama
27377,Tanuki-san Ooatari,Kids
27379,Sekai no Ouja: King Kong Taikai,"Adventure, Sci-Fi"
27387,Under the Dog,"Action, Sci-Fi, Thriller"
27389,"Ore-tachi, Tomodachi!","Fantasy, Kids"
27393,Kyuumei Senshi Nanosaver,"Adventure, Shounen"
27399,Peeping Life Movie: We Are The Hero,"Slice of Life, Comedy"
27405,Zou no Senaka: Tabidatsu Hi,"Drama, Seinen, Slice of Life"
27411,Ghost in the Shell (2015),"Action, Mecha, Police, Psychological, Sci-Fi"
27417,Diabolik Lovers OVA,"Harem, School, Vampire, Shoujo"
27419,"Tari Tari: Kumottari, Kagayaitari, Mata Itsuka Utattari","Slice of Life, Music, School"
27437,Mushiba Tetsudou,"Adventure, Fantasy, Kids"
27441,Show By Rock!!,"Comedy, Music"
27451,Porong Porong Pororo 2,Kids
27453,Pororo-wa Noraehaeyo,"Kids, Music"
27455,Porong Porong Pororo 3,"Kids, Sci-Fi"
27457,Porong Porong Pororo 4,"Cars, Kids"
27459,Porong Porong Pororo 5,"Kids, Cars"
27461,Pororo&#039;s English Show,"Kids, Music"
27463,Pororo Geugjangpan Super Sseolmae Daemoheom,"Cars, Kids"
27465,Pororo Hanguk-e Wass-eoyo,"Adventure, Kids"
27467,Yoligongju Loopy,"Kids, Magic"
27491,Sore Ike! Anpanman: Kaiketsu Naganegiman to Doremi Hime,"Kids, Fantasy, Comedy"
27493,Sore Ike! Anpanman: Yuuki to Honoo to Christmas,"Comedy, Kids, Fantasy"
27495,Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,"Kids, Adventure, Fantasy"
27497,Sore Ike! Anpanman: Kieta Jam Ojisan,"Adventure, Kids, Fantasy"
27501,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,"Kids, Adventure, Fantasy"
27503,Karen Senki,"Action, Sci-Fi"
27509,Toaru Majutsu no Index 10th Anniversary PV,"Action, Comedy, Magic, Sci-Fi, Super Power"
27519,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV),"Comedy, Fantasy"
27521,Gra-P & Rodeo,"Music, Comedy"
27525,Fate/kaleid liner Prisma☆Illya 2wei Herz!,"Action, Slice of Life, Comedy, Magic, Fantasy"
27539,Pikmin Short Movies,"Kids, Fantasy"
27551,Deko Boko Friends,"Kids, Comedy"
27557,Ajisai no Uta,"Comedy, Historical, Drama"
27559,Mellow,"Comedy, School, Seinen"
27561,J League wo 100-bai Tanoshiku Miru Houhou!!,"Parody, Sports, Comedy"
27567,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Comedy
27569,Sore Ike! Anpanman: Hashire! Wakuwaku Anpanman Grand Prix,"Kids, Fantasy, Comedy"
27571,Sore Ike! Anpanman: Keito no Shiro no Christmas,"Comedy, Kids, Fantasy"
27573,Ubasuteyama,Drama
27575,Spy Gekimetsu,"Military, Historical"
27577,Doubutsu Dai Yakyuu Sen,Sports
27579,Mii-chan no Tenohira,"Historical, Drama"
27589,47 Todoufuken,"Kids, Comedy"
27601,Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,"Comedy, Drama, Romance, School, Slice of Life"
27613,Selector Infected WIXOSS: Midoriko-san to Piruruku-tan,Comedy
27619,Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue,"Comedy, Ecchi, Romance, Shounen, Slice of Life"
27621,Glass no Kamen Desu ga to Z,"Comedy, Parody"
27629,Tantei Kageki Milky Holmes TD,"Comedy, Mystery, Super Power"
27631,God Eater,"Action, Military, Sci-Fi, Fantasy"
27633,Gekkan Shoujo Nozaki-kun Specials,"Comedy, Romance, School"
27651,Ginga Tetsudou 999: Niji no Michishirube,"Sci-Fi, Historical, Drama"
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,"Action, Adventure, Comedy, Seinen"
27655,Aldnoah.Zero 2nd Season,"Action, Mecha, Sci-Fi, Space"
27663,Baby Steps 2nd Season,"Sports, Romance, School, Shounen"
27677,Stratos 4 OVA: Stratos 4.1 - Dutch Roll,"Action, Parody, Military, Sci-Fi"
27681,Sasurai-kun,"Slice of Life, Comedy"
27683,Sore Ike! Anpanman: Rhythm de Teasobi - Anpanman to Fushigi na Parasol,"Comedy, Kids, Fantasy"
27687,Oshiri Kajiri Mushi (TV) 3rd Season,"Comedy, Kids"
27693,Heart Cocktail,"Romance, Seinen"
27709,Saki Biyori Animation,"Comedy, School, Seinen, Slice of Life"
27721,Kasumin,"Fantasy, Kids"
27723,Kasumin 2nd Season,"Kids, Fantasy"
27727,Binan Koukou Chikyuu Boueibu LOVE!,"Slice of Life, Comedy, Parody, Magic, School"
27737,Battle Spirits: Burning Soul,"Action, Game, Kids"
27741,Shounen Hollywood: Holly Stage for 50,"Music, Slice of Life, Shoujo"
27757,Anisava,"Slice of Life, Comedy, Romance"
27775,Plastic Memories,"Sci-Fi, Drama, Romance"
27783,Sword Gai: The Animation,"Action, Seinen, Supernatural"
27785,Doamaiger D,"Action, Comedy, Mecha"
27787,Nisekoi:,"Comedy, Harem, Romance, School, Shounen"
27789,Yodaka no Hoshi (Music),"Slice of Life, Fantasy, Music, Drama"
27793,It Girl,Music
27811,Zhong Hua Xiao Zi,"Action, Historical, Demons, Supernatural, Martial Arts, Samurai"
27815,Cardfight!! Vanguard G,"Action, Game, Shounen"
27821,Fate/stay night: Unlimited Blade Works - Prologue,"Action, Supernatural, Magic, Fantasy"
27825,Dragon Nest: Warriors&#039; Dawn,"Action, Adventure, Magic, Fantasy"
27829,Heavy Object,"Action, Mecha, Military, Sci-Fi"
27831,Durarara!!x2 Ten,"Action, Mystery, Supernatural"
27833,Durarara!!x2 Ketsu,"Action, Mystery, Supernatural"
27837,Kenritsu Umisora Koukou Yakyuubu-in Yamashita Tarou-kun,Sports
27839,Ticonderonga no Iru Umi,"Kids, Historical, Drama"
27841,Karasu no Panya-san/Dorobou Gakkou,Kids
27843,Nemurenu Yoru no Chiisana Ohanashi,Kids
27845,Juupiki no Kaeru,Kids
27847,Kyoushitsu wa Obake ga Ippai/Boku wa Yuusha da zo,"Fantasy, Kids, Supernatural"
27849,Nezumi-kun no Chokki,Kids
27851,Ushiro no Seki no Ochiai-kun,"Kids, School"
27853,Ichinen Ikkumi,"Kids, School"
27855,Chibi Neko Chobi/Chibi Neko Kobi to Tomodachi,Kids
27857,Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Comedy
27887,Yama no Susume: Second Season Specials,"Slice of Life, Comedy"
27891,Sword Art Online II: Debriefing,"Action, Adventure, Fantasy, Game"
27899,Tokyo Ghoul √A,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen"
27907,Gundam Build Fighters Specials,"Comedy, Mecha"
27911,Anime de Wakaru Shinryounaika,"Comedy, Seinen"
27915,Captain,"Sports, Shounen"
27921,Genkichi Jiisan to Kogitsune,"Kids, Drama"
27927,Urawa no Usagi-chan,"Slice of Life, Comedy, School"
27939,Afro Samurai Pilot,"Action, Martial Arts, Samurai, Seinen"
27943,Nano Invaders,"Action, Adventure, Shounen, Super Power"
27945,Gugure! Kokkuri-san Specials,"Comedy, Supernatural, Romance, Shounen"
27947,Lupin III (2015),"Action, Adventure, Mystery, Comedy, Seinen"
27949,Mattsu to Yanma to Moburi-san: Nanatsu no Hihou to Soratobu Oshiro,"Magic, Fantasy"
27951,Mattsu to Yanma to Moburi-san 2: Suigun Otakara to Nazotoki no Shimajima,"Magic, Fantasy"
27957,Steins;Gate: Soumei Eichi no Cognitive Computing,"Slice of Life, Comedy"
27961,Science Anime: Choudendou Monogatari,"Historical, Kids"
27963,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,Shounen
27965,Maboroshi Mabo-chan,"Kids, Adventure, Fantasy"
27967,Senran Kagura Estival Versus: Shoujo-tachi no Sentaku,"Action, Comedy, Ecchi"
27969,Hana to Alice: Satsujin Jiken,"Slice of Life, Mystery, Drama"
27989,Hibike! Euphonium,"Music, School, Drama"
27991,K: Return of Kings,"Action, Super Power, Supernatural"
27993,Tetsujin 28-gou: Tanjou-hen,"Adventure, Mecha, Sci-Fi, Shounen"
27997,Kaitou Tenshi Twin Angel: Kyun Kyun☆Tokimeki Paradise!! OVA,Magic
28013,Macross Δ,"Action, Military, Sci-Fi, Music, Space, Romance, Mecha"
28017,Sayounara Kaba-kun,"Historical, Kids"
28019,Slippy Dandy,"Action, Kids, Mystery"
28021,Ishii Hisaichi no Nanda Kanda Gekijou,"Comedy, Martial Arts, Sci-Fi, Space"
28023,Tsuru no Sugomori,Kids
28025,Tsukimonogatari,"Mystery, Comedy, Supernatural, Ecchi"
28035,Kitsune no Home Run Ou,"Kids, Sports"
28041,Baguda-jou no Touzoku,"Adventure, Historical, Romance"
28045,Kogane no Hana,"Action, Adventure, Fantasy, Historical"
28047,Kokoro no Chikara,"Adventure, Romance, Historical"
28049,Numa no Taishou,"Adventure, Comedy"
28051,Kaeru San Yuushi,"Adventure, Comedy"
28053,Kumo no Ito,Fantasy
28055,Yuki no Yoru no Yume,Drama
28057,Dangobei Torimonochou: Hirake - Goma no Maki,"Action, Adventure, Comedy"
28063,Sword Art Online II: Sword Art Offline II,Comedy
28067,Kyouryoku Boukuusen,"Action, Historical, Military"
28069,Shigatsu wa Kimi no Uso: Moments,"Music, Shounen"
28071,Itsumo Kokoro ni Taiyou wo!,"Comedy, Ecchi"
28073,Papa Mama Bye Bye,"Historical, Kids"
28077,"Go! Go! 575: Meippai ni, Hajiketeru?",Slice of Life
28085,Wonder (Movie),Dementia
28087,Ehon Yose,"Historical, Horror, Kids"
28089,Oyo Neko Bunyan,"Comedy, Kids"
28091,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,Historical
28093,Hana wa Saku: Touhoku ni Saku,"Fantasy, Kids"
28097,Little Twins,"Adventure, Kids"
28099,Little Twins: Bokura no Natsu ga Tondeiku,"Adventure, Kids"
28101,Obatalian,Comedy
28103,Gegege no Kitarou: Youkai Japan Rally 3D,"Adventure, Fantasy, Cars, Supernatural"
28105,Shirobako Specials,"Adventure, Comedy"
28109,Kuzuryuugawa to Shounen,"Drama, Historical"
28111,Kaitou Gary no Nihonjin Kouryakuhou!,Drama
28113,Ooi! Adacchii!,"Kids, Historical"
28115,Onigara,"Demons, Kids"
28117,Echigo no Mukashibanashi: Attaten Ganoo,"Demons, Horror, Kids"
28119,Kuma no Minakuro to Kouhei Jiisan,"Drama, Kids"
28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,"Action, Adventure, Comedy, Romance, Fantasy"
28143,Ochou Fujin no Gensou,"Historical, Drama"
28145,Johnny Cypher,"Action, Adventure, Sci-Fi"
28149,Nihon Animator Mihonichi,"Action, Dementia, Ecchi, Fantasy, Mecha, Military, Music, School, Sci-Fi, Space, Supernatural"
28151,Kujakuou: Sengoku Tensei,"Action, Demons, Historical, Supernatural"
28155,Yoru no Yatterman,"Action, Adventure, Comedy, Drama"
28171,Shokugeki no Souma,"Ecchi, School, Shounen"
28179,Miss Monochrome: The Animation - Manager,"Music, Slice of Life, Comedy"
28185,Oniku Daisuki! Zeushi-kun 2nd Season,Comedy
28197,Ofuro no Kazoe Uta,"Music, Kids"
28201,Yeonghongibyeong Lazenca,"Action, Adventure, Mecha, Sci-Fi"
28205,Fastening Days,"Kids, Magic"
28207,Ketsuekigata-kun! 2,Comedy
28211,Harmony,"Sci-Fi, Psychological"
28215,Saint Seiya: Soul of Gold,"Action, Adventure, Fantasy, Sci-Fi, Shounen"
28221,Etotama,"Action, Comedy, Fantasy"
28223,Death Parade,"Game, Mystery, Psychological, Drama, Thriller"
28227,White Album 2 Picture Drama,"Ecchi, Drama"
28235,Indie Anibox: Selma Danbaekjil Coffee,"Comedy, Drama, Romance, Samurai, Sci-Fi"
28237,MapleStory Special,"Action, Comedy, Kids, Fantasy"
28241,Ahiru Rikusentai,"Action, Military, Historical, Kids"
28245,Ari-chan,"Music, Comedy"
28247,Pankis! 2-jigen,"Comedy, Music"
28249,Arslan Senki (TV),"Action, Adventure, Historical, Drama, Fantasy, Shounen"
28251,Ulibyeol Ilhowa Eollugso,"Comedy, Kids, Magic, Romance"
28257,Youkai Watch Movie 2: Enma Daiou to Itsutsu no Monogatari da Nyan!,"Comedy, Kids, Supernatural"
28263,Honto ni Atta Gakkou Kaidan,"Kids, Mystery, School, Supernatural"
28283,Sengoku Musou,"Action, Historical, Samurai"
28285,Trinity Seven: Nanatsu no Taizai to Nana Madoushi,"Action, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Fantasy, School, Shounen"
28293,Shimajirou to Ookinaki,"Kids, Adventure"
28297,Ore Monogatari!!,"Comedy, Romance, Shoujo"
28299,Ookami Shoujo to Kuro Ouji: Gishinanki – Happening Kiss,"Comedy, Romance, School, Shoujo"
28305,Broots,"Sci-Fi, Mecha"
28339,2005-nen Uchuu no Tabi,"Space, Dementia, Sci-Fi"
28347,Guitar Shoujo!,Slice of Life
28351,Hikari no Megami,"Action, Fantasy"
28353,Henteko na Volunteer,"Slice of Life, Drama"
28355,Henna ABC,"Kids, Music"
28361,Kaseifu ga Ita.,"Slice of Life, Comedy, Shoujo"
28367,Dr. Slump: Arale-chan &#039;92 Oshougatsu Special,"Sci-Fi, Comedy, Shounen"
28369,Dr. Slump: Arale-chan Specials,"Sci-Fi, Comedy, Shounen"
28371,Dr. Slump: Arale-chan - Penguin Mura Eiyuu Densetsu,"Sci-Fi, Comedy, Shounen"
28377,Choujikuu Robo Meguru,"Comedy, Mecha"
28381,Monster High: Kowa-ike Girls,"Kids, Shoujo, Supernatural"
28385,Seto no Hanayome Picture Drama,"Comedy, Parody, Romance, School"
28387,Joukamachi no Dandelion,"Slice of Life, Comedy, Super Power, Seinen"
28391,Ao no Kanata no Four Rhythm,"Sci-Fi, Sports, Drama, School"
28401,Q Transformers: Kaette Kita Convoy no Nazo,"Slice of Life, Parody, Mecha"
28405,Ansatsu Kyoushitsu: Deai no Jikan,"Action, Comedy, School, Shounen"
28419,Katsura Hime,"Action, Comedy"
28423,Kyoukai no Rinne (TV),"Comedy, Supernatural, Romance, School, Shounen"
28427,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,"Comedy, Historical"
28431,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,"Action, Adventure, Fantasy, Kids"
28433,Baymax,"Slice of Life, Music, Drama, Sci-Fi"
28439,Hatsune Miku x Tetsuya Nomura,Music
28447,Shingeki no Bahamut: Genesis Recap,"Action, Adventure, Fantasy, Magic, Supernatural, Demons"
28479,Detective Conan Movie 19: The Hellfire Sunflowers,"Action, Mystery, Police, Shounen"
28483,Ijime wa Zettai Warui!,"Slice of Life, School, Drama"
28485,Ichiban Chikaku ni,"Slice of Life, Drama"
28489,Jigoku Koushien,"Sports, Comedy, Horror, Shounen"
28495,Sidonia no Kishi Movie,"Action, Mecha, Sci-Fi, Seinen, Space"
28497,Rokka no Yuusha,"Action, Adventure, Fantasy, Magic, Mystery"
28511,Precure All Stars Movie: Haru no Carnival♪,"Action, Comedy, Fantasy, Magic, Music, Shoujo"
28531,Ai Tenchi Muyou! Recaps,"Comedy, Sci-Fi, Shounen"
28537,Garo: Guren no Tsuki,"Action, Demons, Fantasy, Magic, Supernatural"
28539,Garo Movie: Divine Flame,"Action, Demons, Supernatural, Magic, Fantasy"
28543,Zukkoke Sannin-gumi no Hi Asobi Boushi Daisakusen,"Kids, Drama"
28545,Nobunaga-kun no Minna de Yakusoku Hi no Youjin,"Drama, Kids"
28547,Nobunaga-kun no Jitensha no Rule wo Mamoru no Ja,"Drama, Kids"
28549,Jishin ga Kitarou Dousuru? Mushi Mushi Mura no Bousai Kunren,"Kids, Drama"
28551,Boku wa Sugu ni Nigetanda: Higashi Nihon Daishinsai kara Mananda Koto,"Drama, Kids"
28553,Momotarou no Hi Asobi Yameyou! Hi no Youjin,"Drama, Fantasy, Historical, Kids"
28555,Son Gokuu no Hi no Youjin,"Drama, Fantasy, Kids"
28557,Yamete! Writer Asobi: Doubutsu Mura no Shouboutai Shutsu Dou,"Kids, Drama"
28559,Magical Puuta no Hi Asobi wa Abunai yo,"Drama, Kids, Magic"
28561,Saru Tarou Jishin ni wa Makenai zo!: Jishin e no Sonae Dai Sakusen,"Drama, Kids"
28563,Hi Asobi wa Kaji no Moto: Kenta to Nyanta no Hi no Youjin,"Kids, Drama"
28565,Jishin da!! Mii-chan no Bousai Kunren,"Drama, Kids"
28567,Azarashi Tama-chan no Hi no Youjin,"Drama, Kids, Super Power"
28569,Kogitsune no Shouboutai,"Drama, Fantasy, Kids"
28571,Karugamo Oyako no Hi no Youjin,"Drama, Kids"
28573,Somei-ka no Hi no Youjin: Bouka no Tebiki Katei-hen,"Drama, Kids"
28575,"Hanshin Awaji Daishinsai ni Manabu: Boku wa, Ano Hi wo Wasurenai.","Drama, Historical, Kids"
28577,Makehen de! Roku-nen San-kumi no Hanshin Daishinsai,"Drama, Historical, Kids"
28579,Kyoro-chan no Jishin Youjin Hi no Youjin,"Kids, Fantasy, Drama"
28581,Nintama Rantarou no Jishin Youjin Hi no Youjin,"Kids, Drama"
28583,Nintama Rantarou no Shouboutai,"Kids, Drama"
28585,Ajjishin da Tsunami wa? Jibun no Inochi wa Jibun de Mamoru,"Drama, Kids"
28587,Modern,Dementia
28591,Timbre A to Z,"Music, Dementia"
28593,Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita. Specials,Comedy
28595,Pac-World,"Adventure, Comedy, Sci-Fi"
28603,Shakugan no Shana: Naze Nani Shana! Nandemo Shitsumonbako! Special,"Comedy, Fantasy, Supernatural"
28607,Hetalia: The World Twinkle,"Comedy, Historical, Parody"
28615,Sazae-san: Dawn to Ikka de Hawaii Ryokou,"Slice of Life, Comedy"
28617,Punch Line,"Comedy, Ecchi, Sci-Fi, Super Power, Supernatural"
28619,Ranpo Kitan: Game of Laplace,Mystery
28621,Subete ga F ni Naru: The Perfect Insider,"Sci-Fi, Mystery, Psychological"
28623,Koutetsujou no Kabaneri,"Action, Drama, Fantasy, Horror"
28625,Shisha no Teikoku,"Sci-Fi, Historical, Psychological"
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,Action
28637,Dreams,Dementia
28639,Futon,Dementia
28641,Great Rabbit,Psychological
28645,Haru no Shikumi,Dementia
28657,Red Colored Bridge,"Dementia, Psychological"
28665,Nenga no Kizuna,Slice of Life
28669,Go! Princess Precure,"Action, Comedy, Fantasy, Magic, School, Shoujo, Slice of Life"
28673,Duan Nao,"Mystery, Sci-Fi, Shounen, Thriller"
28675,Kyoukai no Kanata Movie 2: I&#039;ll Be Here - Mirai-hen,"Slice of Life, Supernatural, Fantasy"
28677,Yamada-kun to 7-nin no Majo (TV),"Harem, Mystery, Comedy, Supernatural, Romance, School, Shounen"
28683,One Piece: Episode of Alabasta - Prologue,"Action, Adventure, Fantasy, Shounen"
28685,Tough Guy!,"Action, Comedy"
28687,Poker,Music
28689,Noroma na Jiji,Historical
28691,Kemurigusa Monogatari,Comedy
28693,Seisho Gensou Fu: Adam to Eve,Historical
28695,Nonsense Monogatari Dai Ippen: Sarugashima,Adventure
28701,Fate/stay night: Unlimited Blade Works 2nd Season,"Action, Supernatural, Magic, Fantasy"
28713,Isuca: Gokuraku,"Comedy, Ecchi, Romance, Seinen, Supernatural"
28715,Rusty Nail,"Action, Music, Sci-Fi"
28717,Luigi&#039;s Toy Adventure,Adventure
28723,Aikatsu!: Dai Starmiya Ichigo Matsuri Zenyasai!!,"Music, School, Shoujo"
28725,Kokoro ga Sakebitagatterunda.,"Drama, Romance, School"
28733,Ginga Tetsudou 999 (ONA),"Sci-Fi, Adventure, Space, Drama"
28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei"
28749,Heijoukyou: Yasukerashi Miyako,Historical
28755,Boruto: Naruto the Movie,"Action, Comedy, Super Power, Martial Arts, Shounen"
28759,Harbor Tale,"Adventure, Fantasy"
28761,00:08,Dementia
28765,The Baby Birds of Norman McLaren,Music
28771,Yu☆Gi☆Oh! The Dark Side of Dimensions,"Adventure, Game, Shounen"
28775,White Fantasy,"Fantasy, Sports"
28789,3-gatsu no Lion meets Bump of Chicken,"Music, Drama, Seinen"
28791,Gunslinger Stratos: The Animation,"Action, Sci-Fi"
28805,Bakemono no Ko,"Adventure, Supernatural"
28809,Macross Fufonfia Specials,"Comedy, Parody"
28811,Last Exile: Doyou no Asa,"Comedy, Parody, Sci-Fi"
28813,Bamboo Blade: Fanfu-Fufe-Fo,"Comedy, Parody"
28815,Bamboo Blade: CM Fanfu-Fufe-Fo,"Comedy, Parody, Sci-Fi"
28817,Mikagura Gakuen Kumikyoku (TV),"Action, Comedy, School, Shoujo Ai"
28819,Okusama ga Seitokaichou!,"Comedy, Ecchi, Romance, School, Shounen"
28825,Himouto! Umaru-chan,"Comedy, School, Seinen, Slice of Life"
28827,Doubutsu Tonarigumi,"Kids, Comedy, Historical"
28829,Cinterrier-jou no Hanamuko,"Kids, Fantasy, Comedy"
28831,Anomalies,Psychological
28833,Chain Chronicle: Haecceitas no Hikari,"Action, Adventure, Fantasy, Magic"
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,"Parody, School, Slice of Life"
28841,"Wake Up, Girls! Seishun no Kage","Drama, Music"
28843,Watashi no Kao,"Dementia, Horror"
28851,Koe no Katachi,"Drama, School, Shounen"
28853,Pokemon: Pikachu to Pokemon Ongakutai,"Adventure, Fantasy, Kids"
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,"Comedy, Shounen"
28869,Kaitou Joker 2nd Season,"Adventure, Comedy, Mystery, Shounen"
28881,New Initial D Movie: Legend 2 - Tousou,"Cars, Seinen, Sports"
28883,Hidan no Aria AA,"Action, School, Shoujo Ai"
28885,Konna Watashitachi ga Nariyuki de Heroine ni Natta Kekka www (TV): Heroine Kentei,"Fantasy, Comedy"
28887,Setsuzoku Muyou,Comedy
28891,Haikyuu!! Second Season,"Comedy, Sports, Drama, School, Shounen"
28897,Ganso Banana no Tamashii,"Music, Kids"
28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri","Action, Military, Adventure, Fantasy"
28911,Hidamari Sketch Recap,"Slice of Life, Comedy, School"
28913,Hidamari Sketch x 365 Recap,"Slice of Life, Comedy, School"
28915,Hidamari Sketch x ☆☆☆ Recap,"Slice of Life, Comedy, School"
28921,Disney Tsum Tsum,Kids
28925,Youkai Watch: Best 10,"Kids, Comedy, Supernatural"
28927,Owari no Seraph: Nagoya Kessen-hen,"Action, Military, Supernatural, Drama, Vampire, Shounen"
28929,Vampire Holmes,"Mystery, Comedy, Supernatural"
28951,Beluga,"Dementia, Horror"
28953,Sougiya to Inu,"Dementia, Horror"
28955,Columbos,"Police, Drama, Mystery"
28957,Mushishi Zoku Shou: Suzu no Shizuku,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural"
28959,Kizuna (Special),"Slice of Life, Romance, Drama"
28963,Nekota no Koto ga Kininatte Shikatanai.,"School, Shoujo"
28965,Kibun wa Uaa Jitsuzai OL Kouza,"Comedy, Seinen"
28977,Gintama°,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen"
28979,To LOVE-Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen"
28981,Ame-iro Cocoa,"Comedy, Slice of Life"
28983,Bouken-tachi Gamba to Nanbiki no Nakama,"Adventure, Kids"
28989,Maku,Dementia
28991,Ninja & Soldier,Psychological
28993,Hand Soap,"Dementia, Psychological"
28999,Charlotte,"Drama, School, Super Power"
29003,Lena lena,Slice of Life
29017,Wooser no Sono Higurashi: Mugen-hen,"Comedy, Fantasy, Slice of Life"
29027,Shinmai Maou no Testament OVA,"Action, Harem, Demons, Romance, Ecchi, Fantasy"
29035,Robot Girls Z Plus,"Comedy, Mecha, Parody"
29053,Orangutan,"Music, Kids"
29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,"Slice of Life, Comedy, Romance, Seinen"
29073,Tottori U-turn,Sports
29087,Wangpai Yushi,"Comedy, Fantasy, School, Shounen, Supernatural"
29089,Yaoguai Mingdan,"Action, Comedy, Fantasy, Romance"
29093,Grisaia no Meikyuu: Caprice no Mayu 0,Drama
29095,Grisaia no Rakuen,"Drama, Harem, Psychological, Romance"
29099,Washimo 2nd Season,"Sci-Fi, Slice of Life, Comedy, Kids, School"
29101,Grisaia no Kajitsu Specials,Ecchi
29103,Tanoshii Sansuu,"Kids, Music"
29105,Aruite Mikka!,"Music, Comedy, Kids"
29107,Banana Mura ni Ame ga Furu,"Music, Kids"
29123,World Calling,Music
29129,Ookami Shoujo to Kuro Ouji Recap,"Comedy, Romance, School, Shoujo"
29135,Chiisana Teien,"Adventure, Fantasy"
29141,Atama wa Tsukaiyou. Card mo Tsukaiyou.,Comedy
29151,Tezuka Osamu Monogatari,Historical
29153,Usagi to Kame (Music),Music
29163,Sore ga Seiyuu!,"Slice of Life, Comedy"
29165,Daitoshokan no Hitsujikai Picture Drama,"Ecchi, Comedy"
29173,Tensai Banpaku Opening,Dementia
29177,Persia no Komoriuta: Watashi no Hana,"Music, Kids"
29179,Futago no Ookami Daibouken,"Music, Kids"
29181,Henna Ie!,"Music, Kids"
29207,Jeremy no Ki,"Drama, Fantasy, Kids"
29209,Tomodachi de Iyou ne,"Kids, Slice of Life"
