id,anime_id,title,type,producer,studio,genre,images
9836,6390,R20: Ginga Kuukou,Special,,Gainax,Sci-Fi,{'https://cdn.myanimelist.net/images/anime/12/72832l.jpg'}
9837,9312,Mofukuzuma,OVA,Schoolzone,,Hentai,{'https://cdn.myanimelist.net/images/anime/1151/104277l.jpg'}
9838,7330,Tottoko Hamtarou Movie 2: Ham-Ham Hamuuja! Maboroshi no Princess,Movie,Shogakukan Productions,TMS Entertainment,"Adventure, Comedy, Kids",{'https://cdn.myanimelist.net/images/anime/6/17586l.jpg'}
9839,5307,Sora wo Kakeru Shoujo,TV,,Sunrise,"Adventure, Comedy, Sci-Fi, Space","{'https://cdn.myanimelist.net/images/anime/13/36583l.jpg', 'https://cdn.myanimelist.net/images/anime/6/74071l.jpg', 'https://cdn.myanimelist.net/images/anime/4/36585l.jpg', 'https://cdn.myanimelist.net/images/anime/4/36589l.jpg', 'https://cdn.myanimelist.net/images/anime/8/36577l.jpg', 'https://cdn.myanimelist.net/images/anime/10/36581l.jpg', 'https://cdn.myanimelist.net/images/anime/5/36587l.jpg'}"
9840,30407,Kitsutsuki: The Ten Hole Stories,Movie,,,Dementia,"{'https://cdn.myanimelist.net/images/anime/4/72935l.jpg', 'https://cdn.myanimelist.net/images/anime/1093/104077l.jpg'}"
9841,2140,Aniyome,OVA,Digital Works,Y.O.U.C,Hentai,{'https://cdn.myanimelist.net/images/anime/1/2280l.jpg'}
9842,4491,Choisuji,OVA,Animac,Blue Cat,Hentai,{'https://cdn.myanimelist.net/images/anime/13/20227l.jpg'}
9843,35072,Boruto: Jump Festa 2016 Special,Special,,Studio Pierrot,"Action, Adventure, Comedy, Super Power, Martial Arts, Shounen",{'https://cdn.myanimelist.net/images/anime/10/84622l.jpg'}
9844,7664,Nils no Fushigi na Tabi (Movie),Movie,,Studio Pierrot,"Kids, Adventure, Fantasy",{'https://cdn.myanimelist.net/images/anime/10/69741l.jpg'}
9845,22609,Patty & Jimmy no Kimikoso Superstar,OVA,Sanrio,,"Kids, Sports","{'https://cdn.myanimelist.net/images/anime/4/58999l.jpg', 'https://cdn.myanimelist.net/images/anime/2/59003l.jpg'}"
9846,10335,Konpeki no Kantai: Sourai Kaihatsu Monogatari,Special,,J.C.Staff,"Historical, Military",{'https://cdn.myanimelist.net/images/anime/5/28412l.jpg'}
9847,35466,ReLIFE: Kanketsu-hen,Special,comico,TMS Entertainment,"Romance, School, Slice of Life","{'https://cdn.myanimelist.net/images/anime/1566/91061l.jpg', 'https://cdn.myanimelist.net/images/anime/1326/91060l.jpg'}"
9848,7336,Cyborg 009: Chou Ginga Densetsu,Movie,,Toei Animation,"Action, Sci-Fi, Space",{'https://cdn.myanimelist.net/images/anime/3/17466l.jpg'}
9849,36069,Echolocation,Music,Hipland Music Corporation,,Music,{'https://cdn.myanimelist.net/images/anime/2/87189l.jpg'}
9850,31878,Mukashi Toilet ga Kowakatta!,Music,NHK,,"Kids, Music",{'https://cdn.myanimelist.net/images/anime/12/76763l.jpg'}
9851,37027,Love Live! Sunshine!! Movie,Movie,,,"Music, School, Slice of Life","{'https://cdn.myanimelist.net/images/anime/1555/98448l.jpg', 'https://cdn.myanimelist.net/images/anime/3/89995l.jpg', 'https://cdn.myanimelist.net/images/anime/1027/93391l.jpg', 'https://cdn.myanimelist.net/images/anime/1492/98446l.jpg', 'https://cdn.myanimelist.net/images/anime/1859/100474l.jpg', 'https://cdn.myanimelist.net/images/anime/1406/98447l.jpg', 'https://cdn.myanimelist.net/images/anime/1711/97084l.jpg'}"
9852,181,Vandread: The Second Stage,TV,"GDH, Dentsu, Media Factory",Gonzo,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space","{'https://cdn.myanimelist.net/images/anime/4/75447l.jpg', 'https://cdn.myanimelist.net/images/anime/2/23644l.jpg', 'https://cdn.myanimelist.net/images/anime/10/22381l.jpg', 'https://cdn.myanimelist.net/images/anime/3/6974l.jpg', 'https://cdn.myanimelist.net/images/anime/1956/94986l.jpg'}"
9853,4563,Bakukyuu Hit! Crash B-Daman,TV,Heewon Entertainment,SynergySP,"Game, Adventure, Kids","{'https://cdn.myanimelist.net/images/anime/2/18452l.jpg', 'https://cdn.myanimelist.net/images/anime/12/18337l.jpg', 'https://cdn.myanimelist.net/images/anime/11/18338l.jpg', 'https://cdn.myanimelist.net/images/anime/4/8730l.jpg', 'https://cdn.myanimelist.net/images/anime/9/18340l.jpg', 'https://cdn.myanimelist.net/images/anime/3/18339l.jpg', 'https://cdn.myanimelist.net/images/anime/2/18366l.jpg', 'https://cdn.myanimelist.net/images/anime/7/18312l.jpg', 'https://cdn.myanimelist.net/images/anime/5/18371l.jpg'}"
9854,4541,Vicious,OVA,,,Hentai,{'https://cdn.myanimelist.net/images/anime/2/8688l.jpg'}
9855,32222,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,Movie,,OLM,"Comedy, Kids, Supernatural","{'https://cdn.myanimelist.net/images/anime/6/77370l.jpg', 'https://cdn.myanimelist.net/images/anime/7/86782l.jpg', 'https://cdn.myanimelist.net/images/anime/3/83176l.jpg', 'https://cdn.myanimelist.net/images/anime/10/86783l.jpg'}"
9856,16756,Kuiba: Zhi Shiwanhuoji,Movie,Vasoon Animation,,"Action, Kids, Adventure, Fantasy",{'https://cdn.myanimelist.net/images/anime/8/45068l.jpg'}
9857,34363,Ocha-ken: Ryokutto Monogatari,TV,Four Some,,"Slice of Life, Kids",{'https://cdn.myanimelist.net/images/anime/4/82788l.jpg'}
9858,14921,RDG: Red Data Girl,TV,Lantis,P.A. Works,"Fantasy, Magic","{'https://cdn.myanimelist.net/images/anime/5/46957l.jpg', 'https://cdn.myanimelist.net/images/anime/4/50313l.jpg', 'https://cdn.myanimelist.net/images/anime/4/49203l.jpg', 'https://cdn.myanimelist.net/images/anime/9/43523l.jpg', 'https://cdn.myanimelist.net/images/anime/12/47053l.jpg'}"
9859,3220,Kanashimi no Belladonna,Movie,,Mushi Production,"Hentai, Historical, Dementia, Drama","{'https://cdn.myanimelist.net/images/anime/11/24740l.jpg', 'https://cdn.myanimelist.net/images/anime/1240/90356l.jpg', 'https://cdn.myanimelist.net/images/anime/1848/90357l.jpg', 'https://cdn.myanimelist.net/images/anime/13/9415l.jpg'}"
9860,8967,Hidari no O&#039;Clock!!,OVA,,Toei Animation,Drama,{'https://cdn.myanimelist.net/images/anime/10/24830l.jpg'}
9861,1568,Sumomomo Momomo: Chijou Saikyou no Yome,TV,"TV Asahi, Square Enix, Lantis, Movic",Studio Hibari,"Action, Comedy, Romance, Martial Arts, Seinen","{'https://cdn.myanimelist.net/images/anime/8/2357l.jpg', 'https://cdn.myanimelist.net/images/anime/12/61833l.jpg'}"
9862,591,Amaenaide yo!!,TV,,Studio Deen,"Comedy, Ecchi, Harem, Romance, Supernatural","{'https://cdn.myanimelist.net/images/anime/5/12337l.jpg', 'https://cdn.myanimelist.net/images/anime/5/12596l.jpg', 'https://cdn.myanimelist.net/images/anime/2/32071l.jpg', 'https://cdn.myanimelist.net/images/anime/7/12653l.jpg', 'https://cdn.myanimelist.net/images/anime/2/12322l.jpg', 'https://cdn.myanimelist.net/images/anime/5/12336l.jpg'}"
9863,12885,Dynamic Super Robots Soushingekki,Special,"Bandai Visual, Bee Media, Dynamic Planning",,"Action, Mecha, Sci-Fi, Shounen","{'https://cdn.myanimelist.net/images/anime/12/51981l.jpg', 'https://cdn.myanimelist.net/images/anime/5/36183l.jpg'}"
9864,20457,"Inari, Konkon, Koi Iroha.",TV,"DAX Production, flying DOG",Production IMS,"Comedy, Supernatural, Romance, School, Seinen","{'https://cdn.myanimelist.net/images/anime/8/64897l.jpg', 'https://cdn.myanimelist.net/images/anime/10/75402l.jpg', 'https://cdn.myanimelist.net/images/anime/12/64901l.jpg', 'https://cdn.myanimelist.net/images/anime/4/64895l.jpg', 'https://cdn.myanimelist.net/images/anime/7/64899l.jpg'}"
9865,33520,Koutetsujou no Kabaneri Movie 2: Moeru Inochi,Movie,,Wit Studio,"Action, Horror, Drama, Fantasy","{'https://cdn.myanimelist.net/images/anime/12/82963l.jpg', 'https://cdn.myanimelist.net/images/anime/1580/109208l.jpg', 'https://cdn.myanimelist.net/images/anime/1771/109284l.jpg'}"
9866,29173,Tensai Banpaku Opening,ONA,Mirai Film,,Dementia,{'https://cdn.myanimelist.net/images/anime/3/70193l.jpg'}
9867,35455,Pa-ri Nezumi-kun,ONA,,,"Comedy, Sports",{'https://cdn.myanimelist.net/images/anime/9/85460l.jpg'}
9868,10297,Shin Koihime†Musou: Otome Tairan OVA,OVA,,Doga Kobo,"Comedy, School","{'https://cdn.myanimelist.net/images/anime/6/28330l.jpg', 'https://cdn.myanimelist.net/images/anime/9/32019l.jpg'}"
9869,2294,Mobile Suit Gundam SEED Destiny Special Edition,Special,Mainichi Broadcasting System,Sunrise,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/2/18686l.jpg', 'https://cdn.myanimelist.net/images/anime/2/80396l.jpg', 'https://cdn.myanimelist.net/images/anime/11/80395l.jpg'}"
9870,31898,Robocar Poli,TV,RoiVisual,,"Kids, Cars, Comedy",{'https://cdn.myanimelist.net/images/anime/2/76801l.jpg'}
9871,24637,G-On Riders Special,Special,,Shaft,"Sci-Fi, Comedy, Ecchi",{'https://cdn.myanimelist.net/images/anime/2/63413l.jpg'}
9872,23739,Peter Pan no Bouken Specials,Special,Fuji TV,Nippon Animation,"Adventure, Fantasy",{'https://cdn.myanimelist.net/images/anime/3/61493l.jpg'}
9873,9487,Hitou Meguri Kakure Yu,OVA,Mary Jane,,Hentai,{'https://cdn.myanimelist.net/images/anime/1221/103996l.jpg'}
9874,1338,Shin Megami Tensei: Tokyo Mokushiroku,OVA,"Sony Music Entertainment, Sanctuary",J.C.Staff,"Action, Sci-Fi, Horror, Demons, Supernatural","{'https://cdn.myanimelist.net/images/anime/1618/92692l.jpg', 'https://cdn.myanimelist.net/images/anime/6/22243l.jpg'}"
9875,3456,Candy☆Boy: Side Story For Archive,ONA,,AIC,"Romance, School, Shoujo Ai","{'https://cdn.myanimelist.net/images/anime/6/5732l.jpg', 'https://cdn.myanimelist.net/images/anime/3/35473l.jpg', 'https://cdn.myanimelist.net/images/anime/12/6945l.jpg'}"
9876,35542,Turning Mecard W,TV,,,"Game, Adventure, Cars, Kids, Mecha",{'https://cdn.myanimelist.net/images/anime/8/85660l.jpg'}
9877,34471,Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Movie,,,"Comedy, Kids, Supernatural","{'https://cdn.myanimelist.net/images/anime/4/86276l.jpg', 'https://cdn.myanimelist.net/images/anime/1209/94496l.jpg', 'https://cdn.myanimelist.net/images/anime/1390/96302l.jpg'}"
9878,8348,Tengen Toppa Gurren Lagann: Parallel Works 2,Music,,Gainax,"Mecha, Music","{'https://cdn.myanimelist.net/images/anime/13/23351l.jpg', 'https://cdn.myanimelist.net/images/anime/5/21987l.jpg'}"
9879,8314,Tentai Senshi Sunred: Short Corner,Special,,AIC A.S.T.A.,"Comedy, Parody, Seinen, Super Power",{'https://cdn.myanimelist.net/images/anime/5/21807l.jpg'}
9880,12029,Uchuu Senkan Yamato 2199,OVA,"Production I.G, Bandai Visual, OLM, Lantis, Shochiku, Bandai, Tohokushinsha Film Corporation, Bandai Namco Games, Voyager Entertainment","Xebec, AIC","Action, Military, Sci-Fi, Space, Drama","{'https://cdn.myanimelist.net/images/anime/10/52857l.jpg', 'https://cdn.myanimelist.net/images/anime/1581/96758l.jpg', 'https://cdn.myanimelist.net/images/anime/7/73254l.jpg', 'https://cdn.myanimelist.net/images/anime/8/52863l.jpg', 'https://cdn.myanimelist.net/images/anime/7/81879l.jpg', 'https://cdn.myanimelist.net/images/anime/7/47829l.jpg', 'https://cdn.myanimelist.net/images/anime/3/52861l.jpg', 'https://cdn.myanimelist.net/images/anime/3/52859l.jpg', 'https://cdn.myanimelist.net/images/anime/6/47827l.jpg', 'https://cdn.myanimelist.net/images/anime/1220/96705l.jpg', 'https://cdn.myanimelist.net/images/anime/2/36607l.jpg'}"
9881,2287,Fighting Foodons,TV,"Group TAC, Kodansha",,"Adventure, Comedy, Fantasy, Game, Shounen","{'https://cdn.myanimelist.net/images/anime/1715/105092l.jpg', 'https://cdn.myanimelist.net/images/anime/1/2525l.jpg', 'https://cdn.myanimelist.net/images/anime/4/21177l.jpg'}"
9882,32807,Xiong Chumo,TV,,,"Comedy, Kids",{'https://cdn.myanimelist.net/images/anime/9/78678l.jpg'}
9883,6594,Katanagatari,TV,"Aniplex, Lantis, Kodansha, Movic, Fuji TV",White Fox,"Action, Adventure, Historical, Martial Arts, Romance","{'https://cdn.myanimelist.net/images/anime/12/23842l.jpg', 'https://cdn.myanimelist.net/images/anime/9/15123l.jpg', 'https://cdn.myanimelist.net/images/anime/9/25153l.jpg', 'https://cdn.myanimelist.net/images/anime/5/25154l.jpg', 'https://cdn.myanimelist.net/images/anime/8/71905l.jpg', 'https://cdn.myanimelist.net/images/anime/2/50023l.jpg'}"
9884,35673,Yama no Susume: Omoide Present,OVA,,8bit,"Adventure, Slice of Life, Comedy",{'https://cdn.myanimelist.net/images/anime/1559/93810l.jpg'}
9885,36489,Beachside Lover,Music,,,Music,{'https://cdn.myanimelist.net/images/anime/9/88103l.jpg'}
9886,29758,Taboo Tattoo,TV,"TV Tokyo, Sotsu, AT-X, Magic Capsule, KlockWorx, DIVE II Entertainment, Avex Pictures, BS Japan",J.C.Staff,"Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural","{'https://cdn.myanimelist.net/images/anime/12/80197l.jpg', 'https://cdn.myanimelist.net/images/anime/5/79155l.jpg'}"
9887,32016,Secret Journey,OVA,Queen Bee,,"Hentai, Comedy, Supernatural, Fantasy",{'https://cdn.myanimelist.net/images/anime/9/77003l.jpg'}
9888,21433,Chou Zenmairobo: Patrasche,TV,,Nippon Animation,"Comedy, Historical, Mecha, Parody, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/7/56561l.jpg', 'https://cdn.myanimelist.net/images/anime/13/56613l.jpg', 'https://cdn.myanimelist.net/images/anime/3/60031l.jpg'}"
9889,245,Great Teacher Onizuka,TV,"Aniplex, Fuji TV",Studio Pierrot,"Comedy, Drama, School, Shounen, Slice of Life","{'https://cdn.myanimelist.net/images/anime/10/13490l.jpg', 'https://cdn.myanimelist.net/images/anime/2/20497l.jpg', 'https://cdn.myanimelist.net/images/anime/10/11461l.jpg', 'https://cdn.myanimelist.net/images/anime/1351/94259l.jpg', 'https://cdn.myanimelist.net/images/anime/13/11460l.jpg', 'https://cdn.myanimelist.net/images/anime/1/245l.jpg', 'https://cdn.myanimelist.net/images/anime/2/57261l.jpg', 'https://cdn.myanimelist.net/images/anime/11/75767l.jpg'}"
9890,36148,Wangu Xian Qiong,ONA,iQIYI,Haoliners Animation League,"Adventure, Comedy, Fantasy, Shounen",{'https://cdn.myanimelist.net/images/anime/2/87335l.jpg'}
9891,2371,Hotaruko,OVA,Green Bunny,Arms,Hentai,"{'https://cdn.myanimelist.net/images/anime/13/23930l.jpg', 'https://cdn.myanimelist.net/images/anime/5/80461l.jpg'}"
9892,12529,Time-Patrol Bon: Fujiko F. Fujio Anime Special - SF Adventure,Special,,Studio Gallop,"Action, Adventure","{'https://cdn.myanimelist.net/images/anime/6/35117l.jpg', 'https://cdn.myanimelist.net/images/anime/8/69049l.jpg'}"
9893,37552,Minion,ONA,,,"Slice of Life, Fantasy",{'https://cdn.myanimelist.net/images/anime/1817/91256l.jpg'}
9894,30679,Queen&#039;s Blade: Grimoire,OVA,,Asread,"Action, Adventure, Ecchi, Fantasy",{'https://cdn.myanimelist.net/images/anime/13/77994l.jpg'}
9895,25113,Majokko Shimai no Yoyo to Nene Movie Extra: Hatsukoi - Mikako Komatsu,Special,"Starchild Records, Tokuma Shoten",ufotable,Music,{'https://cdn.myanimelist.net/images/anime/11/64181l.jpg'}
9896,10114,Nintama Rantarou Movie: Ninjutsu Gakuen Zenin Shutsudou! no Dan,Movie,,Ajia-Do,"Comedy, Shounen","{'https://cdn.myanimelist.net/images/anime/5/34395l.jpg', 'https://cdn.myanimelist.net/images/anime/7/27892l.jpg'}"
9897,4832,Kigurumi Sentai Quiltian,OVA,Pink Pineapple,,"Hentai, Mecha","{'https://cdn.myanimelist.net/images/anime/4/62809l.jpg', 'https://cdn.myanimelist.net/images/anime/1777/96478l.jpg'}"
9898,36401,Kozou no Koushin,Music,NHK,,Music,{'https://cdn.myanimelist.net/images/anime/12/87825l.jpg'}
9899,34633,Origami of Landscape,ONA,,,,{'https://cdn.myanimelist.net/images/anime/3/83553l.jpg'}
9900,32693,Kitakaze to Taiyou,Movie,Gakken,,Kids,{'https://cdn.myanimelist.net/images/anime/10/78475l.jpg'}
9901,913,Kakutou Bijin Wulong,TV,,TMS Entertainment,"Action, Ecchi, Martial Arts",{'https://cdn.myanimelist.net/images/anime/7/2768l.jpg'}
9902,16530,Ojamanga Yamada-kun,TV,"Asatsu DK, Tsuchida Productions",,"Comedy, Slice of Life",{'https://cdn.myanimelist.net/images/anime/3/44616l.jpg'}
9903,10262,Gag Manga Biyori: Jump Festa 2002 Special,Special,DAX Production,,Comedy,{'https://cdn.myanimelist.net/images/anime/11/28253l.jpg'}
9904,1916,Mobile Suit Gundam MS IGLOO: Apocalypse 0079,OVA,Bandai Visual,Sunrise,"Mecha, Military, Sci-Fi, Space","{'https://cdn.myanimelist.net/images/anime/11/3575l.jpg', 'https://cdn.myanimelist.net/images/anime/8/11823l.jpg'}"
9905,33414,Otona no Ikkyuu-san,TV,NHK,,"Comedy, Historical",{'https://cdn.myanimelist.net/images/anime/3/80274l.jpg'}
9906,2644,Doraemon: Treasure of the Shinugumi Mountain,Special,Asatsu DK,,"Adventure, Comedy, Fantasy, Kids, Shounen",{'https://cdn.myanimelist.net/images/anime/11/57847l.jpg'}
9907,18271,Cheorin Samchongsa,Movie,,,"Action, Mecha, Sci-Fi, Space, Shounen",{'https://cdn.myanimelist.net/images/anime/2/49021l.jpg'}
9908,30153,Takarakuji x Rope,ONA,,,"Comedy, Slice of Life",{'https://cdn.myanimelist.net/images/anime/10/72184l.jpg'}
9909,36095,Mirror Mirror (Bombs BiS),Music,Virgin Babylon Records,Onionskin,Music,{'https://cdn.myanimelist.net/images/anime/10/87221l.jpg'}
9910,27399,Peeping Life Movie: We Are The Hero,OVA,CoMix Wave Films,,"Slice of Life, Comedy",{'https://cdn.myanimelist.net/images/anime/7/66609l.jpg'}
9911,35680,Time Driver: Bokura ga Kaita Mirai,Movie,,"Robot Communications, Imagica Image Works",,{'https://cdn.myanimelist.net/images/anime/3/89197l.jpg'}
9912,1798,Animation Seisaku Shinkou Kuromi-chan 2,OVA,DAX Production,Yumeta Company,"Comedy, Parody, Drama","{'https://cdn.myanimelist.net/images/anime/1/1798l.jpg', 'https://cdn.myanimelist.net/images/anime/1863/105829l.jpg'}"
9913,33220,Natsu no Gero wa Fuyu no Sakana,Music,,,"Dementia, Music",{'https://cdn.myanimelist.net/images/anime/9/79872l.jpg'}
9914,10323,Golden★Kids,ONA,,,"Sports, School",{'https://cdn.myanimelist.net/images/anime/3/28397l.jpg'}
9915,9563,Hidamari Sketch x ☆☆☆ Specials,Special,"Aniplex, Lantis, TBS, Movic, Houbunsha",Shaft,"Slice of Life, Comedy, School, Seinen",{'https://cdn.myanimelist.net/images/anime/3/26476l.jpg'}
9916,1554,Asatte no Houkou.,TV,"Bandai Visual, Lantis, TBS, Mag Garden",J.C.Staff,"Supernatural, Drama","{'https://cdn.myanimelist.net/images/anime/4/74962l.jpg', 'https://cdn.myanimelist.net/images/anime/1/1554l.jpg', 'https://cdn.myanimelist.net/images/anime/12/3464l.jpg', 'https://cdn.myanimelist.net/images/anime/13/9093l.jpg', 'https://cdn.myanimelist.net/images/anime/10/10023l.jpg'}"
9917,36005,Mainichi JK Kikaku Episode 0,Special,,,School,{'https://cdn.myanimelist.net/images/anime/12/87014l.jpg'}
9918,2971,Kyou kara Maou! R,OVA,,Studio Deen,"Adventure, Comedy, Demons, Fantasy, Shoujo","{'https://cdn.myanimelist.net/images/anime/12/23570l.jpg', 'https://cdn.myanimelist.net/images/anime/13/19106l.jpg', 'https://cdn.myanimelist.net/images/anime/13/23244l.jpg', 'https://cdn.myanimelist.net/images/anime/11/19105l.jpg', 'https://cdn.myanimelist.net/images/anime/7/22619l.jpg', 'https://cdn.myanimelist.net/images/anime/4/4273l.jpg'}"
9919,17325,Ajin Senshi,Movie,"Magic Bus, Tokuma Japan",,"Fantasy, Sci-Fi","{'https://cdn.myanimelist.net/images/anime/9/69913l.jpg', 'https://cdn.myanimelist.net/images/anime/12/46245l.jpg'}"
9920,1959,Wild 7,OVA,"Fuji TV, Tokuma Shoten",Pierrot Plus,"Action, Police, Drama, Shounen","{'https://cdn.myanimelist.net/images/anime/1886/96607l.jpg', 'https://cdn.myanimelist.net/images/anime/1/1959l.jpg'}"
9921,36572,Neko Neko Gong Show,ONA,,dwarf,Kids,{'https://cdn.myanimelist.net/images/anime/8/88391l.jpg'}
9922,1179,Gakuen Senki Muryou,TV,Starchild Records,Madhouse,"Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen","{'https://cdn.myanimelist.net/images/anime/10/75379l.jpg', 'https://cdn.myanimelist.net/images/anime/1708/92723l.jpg', 'https://cdn.myanimelist.net/images/anime/5/4453l.jpg'}"
9923,10796,Softenni Specials,Special,,Xebec,"Comedy, Ecchi","{'https://cdn.myanimelist.net/images/anime/11/29804l.jpg', 'https://cdn.myanimelist.net/images/anime/10/29968l.jpg'}"
9924,24133,Taimadou Gakuen 35 Shiken Shoutai,TV,MAGES.,Silver Link.,"Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural","{'https://cdn.myanimelist.net/images/anime/6/76211l.jpg', 'https://cdn.myanimelist.net/images/anime/1753/103480l.jpg'}"
9925,2414,Assemble Insert,OVA,Tohokushinsha Film Corporation,Studio Core,"Sci-Fi, Comedy, Police","{'https://cdn.myanimelist.net/images/anime/1224/94206l.jpg', 'https://cdn.myanimelist.net/images/anime/4/61291l.jpg', 'https://cdn.myanimelist.net/images/anime/10/56475l.jpg', 'https://cdn.myanimelist.net/images/anime/2/2860l.jpg'}"
9926,35956,Lulin Da Maoxian Zhi Tangguo Shijie,Movie,,,"Adventure, Fantasy","{'https://cdn.myanimelist.net/images/anime/1597/105724l.jpg', 'https://cdn.myanimelist.net/images/anime/9/86914l.jpg'}"
9927,3635,Advancer Tina,OVA,Green Bunny,,"Space, Hentai, Sci-Fi",{'https://cdn.myanimelist.net/images/anime/2/85963l.jpg'}
9928,32858,Dareka no Santa Claus,Music,Toy&#039;s Factory,,Music,{'https://cdn.myanimelist.net/images/anime/8/78768l.jpg'}
9929,2163,AIKa R-16: Virgin Mission,OVA,Bandai Visual,Studio Fantasia,"Action, Ecchi, Comedy","{'https://cdn.myanimelist.net/images/anime/6/22213l.jpg', 'https://cdn.myanimelist.net/images/anime/1/2314l.jpg', 'https://cdn.myanimelist.net/images/anime/3/9069l.jpg', 'https://cdn.myanimelist.net/images/anime/2/20001l.jpg', 'https://cdn.myanimelist.net/images/anime/13/20002l.jpg'}"
9930,17237,Peeping Life: World History,ONA,CoMix Wave Films,,"Slice of Life, Comedy, Historical",{'https://cdn.myanimelist.net/images/anime/8/46043l.jpg'}
9931,30223,Shishou Series,TV,,Pierrot Plus,"Horror, Supernatural, School, Seinen",{'https://cdn.myanimelist.net/images/anime/3/72325l.jpg'}
9932,37101,Xiong Chumo Zhi: Xiongxiong Leyuan,TV,,,"Adventure, Comedy, Kids",{'https://cdn.myanimelist.net/images/anime/6/90002l.jpg'}
9933,1531,Shakugan no Shana SP: Koi to Onsen no Kougai Gakushuu!,OVA,,J.C.Staff,"Comedy, Ecchi, Fantasy, Romance, Slice of Life","{'https://cdn.myanimelist.net/images/anime/8/23258l.jpg', 'https://cdn.myanimelist.net/images/anime/8/3409l.jpg', 'https://cdn.myanimelist.net/images/anime/9/23256l.jpg'}"
9934,3334,Jokuana,OVA,Y.O.U.C,,Hentai,{'https://cdn.myanimelist.net/images/anime/13/75004l.jpg'}
9935,1583,009-1,TV,"Aniplex, TBS, Sony Music Entertainment",Ishimori Entertainment,"Action, Mecha, Sci-Fi, Seinen","{'https://cdn.myanimelist.net/images/anime/8/2788l.jpg', 'https://cdn.myanimelist.net/images/anime/11/19998l.jpg', 'https://cdn.myanimelist.net/images/anime/2/23355l.jpg', 'https://cdn.myanimelist.net/images/anime/11/23356l.jpg'}"
9936,25267,Megumi to Taiyou II: Kajuu Gummi Tweet Mystery - Kieta Sapphire Roman no Nazo,Special,,"Madhouse, MAPPA",Mystery,"{'https://cdn.myanimelist.net/images/anime/4/64573l.jpg', 'https://cdn.myanimelist.net/images/anime/6/64855l.jpg'}"
9937,29615,Oh Yoko!,Music,,,"Romance, Dementia, Music",{'https://cdn.myanimelist.net/images/anime/13/71241l.jpg'}
9938,3631,Aoi Blink,TV,Tezuka Productions,,"Adventure, Fantasy","{'https://cdn.myanimelist.net/images/anime/11/50063l.jpg', 'https://cdn.myanimelist.net/images/anime/1901/90734l.jpg'}"
9939,19681,Hustle Punch,TV,,Toei Animation,"Comedy, Fantasy, Kids","{'https://cdn.myanimelist.net/images/anime/10/52665l.jpg', 'https://cdn.myanimelist.net/images/anime/8/59619l.jpg', 'https://cdn.myanimelist.net/images/anime/1351/95223l.jpg'}"
9940,15547,Cross Fight B-Daman eS,TV,"TV Tokyo, d-rights",SynergySP,"Game, Kids",{'https://cdn.myanimelist.net/images/anime/2/42247l.jpg'}
9941,21119,Sister Princess: Re Pure Character&#039;s,Special,,Zexcs,"Drama, Romance","{'https://cdn.myanimelist.net/images/anime/5/56091l.jpg', 'https://cdn.myanimelist.net/images/anime/13/55749l.jpg'}"
9942,1207,Wata no Kuni Hoshi,Movie,,Mushi Production,"Drama, Fantasy, Psychological, Romance, Shoujo","{'https://cdn.myanimelist.net/images/anime/11/13204l.jpg', 'https://cdn.myanimelist.net/images/anime/1624/97123l.jpg', 'https://cdn.myanimelist.net/images/anime/12/5358l.jpg', 'https://cdn.myanimelist.net/images/anime/1892/97122l.jpg'}"
9943,18655,Koikishi Purely☆Kiss The Animation,OVA,Pink Pineapple,Seven,"Hentai, Romance","{'https://cdn.myanimelist.net/images/anime/10/49893l.jpg', 'https://cdn.myanimelist.net/images/anime/2/62147l.jpg'}"
9944,26057,Fate/kaleid liner Prisma☆Illya 2wei! OVA,OVA,"Lantis, DAX Production",Silver Link.,"Ecchi, Fantasy, Magic, Comedy","{'https://cdn.myanimelist.net/images/anime/10/74854l.jpg', 'https://cdn.myanimelist.net/images/anime/2/76646l.jpg'}"
9945,9523,Minori Scramble!,OVA,Aniplex,ufotable,Comedy,"{'https://cdn.myanimelist.net/images/anime/9/26375l.jpg', 'https://cdn.myanimelist.net/images/anime/6/31903l.jpg'}"
9946,541,Tenchi Muyou! Ryououki 3rd Season,OVA,VAP,AIC,"Action, Sci-Fi, Harem, Space, Comedy, Shounen","{'https://cdn.myanimelist.net/images/anime/1037/96970l.jpg', 'https://cdn.myanimelist.net/images/anime/8/31587l.jpg', 'https://cdn.myanimelist.net/images/anime/1/2439l.jpg'}"
9947,35159,Kimi no Hikari: Asagao to Kase-san.,OVA,Pony Canyon,Zexcs,"Romance, School, Shoujo Ai",{'https://cdn.myanimelist.net/images/anime/13/84882l.jpg'}
9948,9521,Tie Shan Gongzhu,Movie,,,"Action, Adventure, Fantasy","{'https://cdn.myanimelist.net/images/anime/13/30116l.jpg', 'https://cdn.myanimelist.net/images/anime/8/68815l.jpg'}"
